col0,col1,col2,col3,col4,col5
0.0022594563506414455,0.002024539044777873,0.0017956142015386279,0.002345540299796133,0.002464631873055852,0.002593211141740599
0.017384682639959504,0.01670148189590769,0.009375394902134869,0.01891802557787362,0.021017702886661653,0.01433026426254163
0.031114655541239468,0.033444990000059356,0.01374795328385111,0.028102332971006817,0.035245972342594245,0.02524630805080149
0.044399671955183864,0.05016624866133983,0.01850645538188973,0.03374104081883163,0.043900671365508605,0.03449251225570675
0.06000135860536379,0.0664358961882932,0.024365189095647093,0.03908600008398764,0.05507566822697162,0.0420714755865072
0.0786904282053122,0.08249326323677834,0.031490716204685784,0.045590189818943645,0.068283370523634,0.04903235947643882
0.0990919952662499,0.09931497024482117,0.04015579902493133,0.05314416226291195,0.0818104181647432,0.05564971476970256
0.11994492529772649,0.11836642313777912,0.05091034832001996,0.06117329602855304,0.09452859135725589,0.06221850128909562
0.14189526036447517,0.14065356218406955,0.06399554730140589,0.06921685375721925,0.10651790398096504,0.06919965230130883
0.16620160223106442,0.16518323845601854,0.07883103157003508,0.07707259508871855,0.11828675163258753,0.07704781737097574
0.19310990963340016,0.189717240600959,0.09566687551686914,0.08470220612243266,0.13013330617987132,0.08625601343125484
0.22255629606635857,0.21286436254843905,0.11677593355150079,0.09208489866364859,0.14209435775119025,0.09745094298321431
0.2544830269604948,0.2342896685445782,0.14624435336990751,0.0992942271414766,0.15410202217894384,0.11127201595643656
0.28832736550374743,0.25432424292221006,0.1886857304074951,0.10668246162125997,0.1660286554933681,0.12786011399512034
0.32284729179890254,0.27365166825999004,0.24344573402225603,0.11490739921526599,0.1777016916141787,0.14679621333177975
0.3565134277212604,0.2927087248761302,0.3004537947863867,0.12489325414311563,0.18911244276729133,0.16777757938816806
0.38892781662151127,0.31096400124020623,0.34714701368495104,0.13769174523665165,0.20062148660546614,0.19121244212015376
0.41997737830757975,0.32752800699673185,0.3809951696663167,0.153571831535668,0.21287382811089223,0.2186058908910947
0.44823011880914837,0.3424406786305598,0.4066527741945566,0.17088993838617986,0.22656316543479613,0.251644180316816
0.4720697573575463,0.3564461218322795,0.4283970279175419,0.18718847070111852,0.24213648990526299,0.29020758583846373
0.4924543194618504,0.37035034468850847,0.44827520858489384,0.20141238133249134,0.25916921033477475,0.33041849270266754
0.511313522048897,0.38462151117772964,0.467992182805818,0.2141039311636707,0.2762338936064844,0.3657319625048721
0.5299860534895277,0.3988493047085639,0.48975054592534795,0.226703969316251,0.29223061416835516,0.39370519977057283
0.5495453220188632,0.41233578488159445,0.515023683880063,0.24141609956509216,0.30789739931035126,0.4173133269844106
0.5708483008332995,0.42558598889464644,0.5416538433509832,0.2610044013730839,0.3253323408491378,0.4406001291417518
0.5933390646706549,0.43973688812295453,0.5644049051640084,0.2872241621957411,0.345362993866355,0.46738787321136177
0.6159883494940726,0.4548610451702401,0.581279235906101,0.3196073603546648,0.36638993567614947,0.5006841828196549
0.640485244625766,0.4701239328459944,0.5945259637438185,0.3576923798902173,0.38653418190555117,0.5394755612676493
0.6683263051051276,0.4851928374129889,0.6074158434797733,0.402150374014992,0.40546719190567926,0.5782445762699603
0.6974544486391331,0.5003530584854924,0.6231733926244082,0.4519281126479228,0.4242060911890795,0.6134585883891851
0.7256519059894619,0.5159119536038854,0.6443918871908644,0.5036149277592724,0.4445824826790241,0.645052318950983
0.753441405336215,0.5320583900578206,0.6707387372005917,0.5558747060424817,0.46921287934414035,0.6735732948902872
0.782202166465341,0.5491126049333368,0.6987850396296833,0.6110604432309853,0.500665761638848,0.7000768652282775
0.8110887052979264,0.5677610569571191,0.7261838255191257,0.6704551432008315,0.5381881939725321,0.726439458138251
0.8370628336791638,0.5883512297742574,0.7536046596710877,0.728861483888254,0.5764548316008793,0.7544054962368568
0.8566365145053481,0.6096786252089668,0.7821874958809117,0.7767589055240214,0.6114019931924044,0.7841850727512742
0.8691588656240717,0.6313367838137737,0.8106757227663823,0.8091618401877038,0.6427047870771835,0.8134726644003378
0.8770501933395263,0.6557085638268262,0.8358280127850712,0.8287148465471306,0.6709110571415163,0.8369791135360167
0.8825835871377963,0.683434032731536,0.8543064663350586,0.8408672869843741,0.6969609797122327,0.8521439565096666
0.8869433096998647,0.711902826551358,0.865996900726322,0.849407395525361,0.722606609221997,0.8614288074780262
0.8906548003414174,0.7395221673986739,0.8734578544506174,0.8561630837672307,0.7497330088821451,0.8677276717588257
0.8939454508791496,0.7673214713326124,0.8788079270856874,0.8619237330744431,0.7789276660664147,0.8726020678927078
0.8969265188319686,0.7961262308804093,0.883111192445544,0.8670112666955234,0.8085281572832766,0.8767306981037589
0.8996566584974469,0.8241822086247649,0.8868315644995782,0.8716053718552341,0.8336195105671489,0.8804036985037128
0.9021697884591205,0.8480408307913194,0.8901734459179333,0.8758187054395536,0.8504510854092555,0.8837486756421306
0.9044921058437055,0.8647988016249789,0.8932336671295281,0.8797073394662855,0.8607283178956775,0.8868330034290165
0.9066409628544803,0.8751717632541779,0.8960647469181781,0.8833080119855723,0.8675289615252861,0.8896963513367254
0.908630981522083,0.8818297868792522,0.8986995401296715,0.8866510807803262,0.8726779470629653,0.8923653502331612
0.9104745021375278,0.8866631130782503,0.9011588455390519,0.889763278253927,0.8769873290962803,0.8948614118265086
0.9121832719628536,0.8905741712903743,0.9034587173827853,0.892665070215166,0.880798428674822,0.8971898852167307
