col0,col1,col2,col3,col4,col5,col6
2.4746169020572884e-05,9.972281663955824e-05,-0.00038754077649788603,-0.0011750639043593826,6.151439633923874e-05,-0.010012704591711129,9.733853712194369e-05
0.003051111824296375,0.0019345693604224496,0.001718873099823476,0.003060384954276031,0.003210746570057679,0.0019747754252132472,0.0016690448453204462
0.005802078864371456,0.0037326837659143446,0.0035928431761830097,0.0066069269939606715,0.005696060133402134,0.003983630007912294,0.003197051290088796
0.008780707817340553,0.005544550384983153,0.005632714675614812,0.009919355402496641,0.008102580660232733,0.006105465232568705,0.00513481479299738
0.01184534676579412,0.007593069616366925,0.00809480479381813,0.013550961167035781,0.010824493531142643,0.008633454301919414,0.007861617714590697
0.015022482775022945,0.00993753370164046,0.011168808505300106,0.01780090370289507,0.013990418812514878,0.011634900962216052,0.01143376766877207
0.018523781879184686,0.012615300149923394,0.014944919253658944,0.02273503773946187,0.017670936539703558,0.015006352594563108,0.01563651250196865
0.022525972210210687,0.01569425546114268,0.01941175333877383,0.028348161685116124,0.02184111906061909,0.01819713825336882,0.020307665701488533
0.027413340773251332,0.019144625998324626,0.024345734367651053,0.03463588241705082,0.026507331141227497,0.021897275045232773,0.02554867896882652
0.03326045755829646,0.022911531298313463,0.029494093199351982,0.0416269653693639,0.0318310707524831,0.025992040020240418,0.031561956289872545
0.039918872580543975,0.027012382608660374,0.03470665103793635,0.049356504122513536,0.038221451086534804,0.030492450850959984,0.03836039656104422
0.04680904003389098,0.031443199456582714,0.04040717378519705,0.057866091127338225,0.046302546210007255,0.03542962237664434,0.045660643446778684
0.05414582970480209,0.036246120144761626,0.04705342463985546,0.06712114635625456,0.056704957270206434,0.04088071016057679,0.0530750344662701
0.062050802982136145,0.041581146957811746,0.05525409418867368,0.0770880896207461,0.06946569963970206,0.04719967473829885,0.06037747719551696
0.07050784798717862,0.04778671200800619,0.06551737127835176,0.08773302295214758,0.08386239544677161,0.054923858601655044,0.06770133137913438
0.07950390821555006,0.055283641313496855,0.07789129471660362,0.09902628312370648,0.09899622936538577,0.06421946327824392,0.07554436919572613
0.08902696160861903,0.06429565842554433,0.09193212342937054,0.11103847862814616,0.11424097671223109,0.07463343884899905,0.08442953517993014
0.09895691134738824,0.07454240984652885,0.1070162444398213,0.12390696084149307,0.12894093128136522,0.08543323144399217,0.09434102959863552
0.10909522886104951,0.0852797666644907,0.1227202789829162,0.13780642733523996,0.14179477128567183,0.09606102566047327,0.10473880467887234
0.11941903610507094,0.09591611656088588,0.138870889469973,0.1529682109653818,0.1541807137921535,0.10630190011719348,0.11517291217463502
0.13018453016423387,0.10601491489211379,0.15522742375786028,0.16969734528016875,0.16607946061075182,0.11616521832775693,0.12546926445207196
0.14164559291744386,0.11592722218727078,0.17143945753083964,0.18822651855693703,0.17761555722196384,0.12574659574490488,0.1355441891515116
0.1537126788465212,0.12594767104187407,0.18721781399767515,0.20841122459589465,0.18902614970652976,0.13515795362519167,0.14533712459485748
0.16613458286964744,0.13626661314301408,0.20242331496407398,0.2297064595288115,0.20067633014603828,0.1444666933481431,0.1548345207631899
0.17878626029491615,0.14719737219889278,0.21709469989827992,0.25157107847537946,0.21285022237110227,0.15364871370411134,0.16405881678267933
0.19166290455057045,0.15888649530354446,0.23138650492643184,0.2738667735146649,0.2254585021599509,0.16263347589193627,0.1730573256428545
0.204801778635836,0.17113385833773515,0.245462778053077,0.29570276128268075,0.23821310856784558,0.17140999366718584,0.18191929169851892
0.21824848306122444,0.1836882793278624,0.25945674601260726,0.31891551817890634,0.25095398179141937,0.18010157297389293,0.19083273105413745
0.23203201512667102,0.19645498412324047,0.2734769144325076,0.34352159946414806,0.2636857172109132,0.18900767912345268,0.2001313757990757
0.24615268754259542,0.20943967822136728,0.2875996819226418,0.36947273655335927,0.2765015078207813,0.19849873329617074,0.21012346867721124
0.2605979041028282,0.222680614507157,0.301886868755519,0.3965794871506834,0.2894998047772843,0.20868071334802168,0.22076882448125804
0.27537178389518874,0.23621829787771953,0.3164154823155845,0.42438183891472003,0.30272877763298084,0.219315170497428,0.2317791057669259
0.2905107517667553,0.2500738726514622,0.33131027900821325,0.4521961620398902,0.31619560130142443,0.23016523854689816,0.24296370383073276
0.30608116173197697,0.2642396865150392,0.346788967891751,0.479309211887329,0.3298927310122922,0.2411688604364482,0.25430437412225254
0.3221392363265173,0.27870466106161085,0.36318824407273215,0.5052352927729193,0.3437967870250372,0.2523890374997669,0.2658830114072565
0.3386740259628908,0.2934804039298798,0.3808469165271756,0.5297885200661303,0.35789002504404643,0.26393147149455337,0.2777963821361595
0.3556132458851671,0.3086123681640805,0.39977636287041807,0.5529716955786675,0.3721893977534908,0.2758688648711293,0.29009534206314214
0.37290981920876093,0.324169143872439,0.4194890709082037,0.5748744284688663,0.3867800080796858,0.2882230877815917,0.3027863836872107
0.39059080521905426,0.34019449226476145,0.43935329189393024,0.5956144291525277,0.4018576755877569,0.3009944796065857,0.3158596763711905
0.40865831674940006,0.35665612888185516,0.45890900120269784,0.6153046998568842,0.41774842343735086,0.31416810421040825,0.3292901554633653
0.4269880319866471,0.373480101605789,0.47786095605839357,0.6340469525647777,0.4347462321924724,0.32772247776949215,0.34305457440548287
0.4455623218437278,0.39063834614713094,0.4960493369836471,0.6519247116473988,0.45276960377935155,0.34165819541232084,0.3571597835890505
0.4647134577985787,0.40816826889631763,0.5134787962934976,0.6690076076465756,0.47127356332413867,0.3560257218214435,0.37167556575889565
0.4850254344441181,0.4260398284445562,0.5302476116423578,0.6853515744917087,0.4896540411442774,0.3709683550855976,0.3867775950492162
0.5070610053303701,0.44412233661082123,0.5464531174806377,0.7010017018363418,0.5074886645281609,0.3867554338789366,0.4027843535138343
0.5310583246851074,0.462479751239199,0.5621649172623895,0.715997622312295,0.524541393616745,0.403717544024913,0.4199901227105105
0.556769706363584,0.48153146937316177,0.5774289337905039,0.7303721088691117,0.5407232213341151,0.42194614503326816,0.4383309977062084
0.5835395191226095,0.501886347900173,0.592278311069673,0.744153884692508,0.5561058282832418,0.44103014597494467,0.45726394795115494
0.6105354210030665,0.5240483034308981,0.6067349544118351,0.7573701348527434,0.5708268138670458,0.4603105640043009,0.4761602347513526
0.6369374885729618,0.5481343477240112,0.6208174945354561,0.7700434446136198,0.5850084993387445,0.4792740575054108,0.49457881976437695
