col0,col1,col2,col3,col4
0.002446234843765901,0.0022176585957958688,0.0025578605326160735,0.002298938222208347,0.0021508303120349884
0.01073331314567057,0.00991687166073641,0.01266563806192029,0.00905416305802111,0.0087662761298604
0.01443038676028377,0.014346730122225253,0.018003255782508068,0.013158360601302689,0.013065861457148987
0.01718495753214502,0.01866953623026049,0.02301523439078341,0.01758805264794041,0.017859431090886054
0.019635482249311775,0.023391718723966958,0.028474073330906475,0.022971273613062507,0.023601116782671735
0.022686161279229688,0.02873398199557529,0.03466061581806015,0.0296819402421103,0.029958802567286776
0.026251086136182593,0.034874957015773894,0.04161186142022978,0.03780934760742586,0.03587983584812971
0.030126835569507262,0.04191695947386365,0.0492469434244977,0.0469477787506442,0.040941106194164786
0.03424628699263577,0.0497954797973251,0.05747458470225767,0.056529663256249515,0.045501976473712374
0.03856447850413551,0.05833077241327621,0.06623101705874798,0.06642782761769926,0.04951526093273253
0.042986197128214235,0.06736298996639693,0.07549001560928092,0.07683650472772807,0.053829935576957
0.047387543613776686,0.07680478756189069,0.08529689389248302,0.08764218936107061,0.05859506643372297
0.051699293861461014,0.08665732314972376,0.09586084833181541,0.0990889834109335,0.06391447757655302
0.055997923500816886,0.09710486522634582,0.10774479892542276,0.11118008421571011,0.06979531468798118
0.06048893969685482,0.1086877313123857,0.12219152391020291,0.12336157706826693,0.07602650461243653
0.065331622597705,0.12241092825543647,0.1413192247559879,0.1351436973353312,0.08226509963377233
0.07049149476315587,0.1392352507864161,0.16719518239610479,0.14650222521557957,0.08829687442303172
0.07578264459029871,0.15895953989555853,0.19953255896295624,0.1578188477883669,0.09415740673843657
0.08101227928365975,0.18016470366634318,0.23491852815596329,0.169490039892655,0.09998265279371851
0.08610064909624614,0.20091096450431875,0.2688642821003094,0.1816058649724066,0.1058532195430492
0.09113257845258076,0.21912554335034642,0.2977974257590121,0.1939234338343748,0.11177816141895634
0.0962530874382347,0.23374505193211906,0.32090476066191653,0.20613095095114398,0.1177464169394341
0.10152994450723904,0.24546040601528754,0.33995883729333265,0.21818186244332954,0.12379631139681523
0.10694240625282862,0.2553839307106991,0.3569184125866374,0.23034597510700416,0.1301001615170297
0.11245523160707795,0.2643101204496692,0.3728635983979893,0.24310892175898435,0.1370678263992211
0.11808956729911341,0.2726951255861149,0.38823796177777015,0.25724228462545656,0.14551717293420002
0.12401235699464287,0.2808104867929361,0.4032320218215861,0.2738615953962319,0.15672575815002315
0.13067984584391704,0.2889431314911936,0.4178120574911973,0.29372977185308347,0.17174540609483588
0.13902103247581493,0.2974082832830571,0.43238123939552947,0.3160699645225738,0.19009855786469332
0.15038625023911203,0.3068625815837063,0.44722231539566454,0.3388791751862932,0.2096539256224972
0.1656659883769134,0.31849853951272333,0.4621521155479125,0.3602556521698041,0.22788095452494062
0.18402392070174492,0.33368805732738493,0.47572661655116955,0.37931920075475967,0.24306677099877008
0.20314070502729753,0.35257834675114896,0.48635512332173275,0.39613136672161897,0.2552366928985514
0.22045827816372174,0.37332651007346934,0.49422601659383175,0.4106596622586962,0.26547277232434036
0.23460975769741255,0.39330057409518826,0.5003967687498962,0.42316435649095074,0.2747059843168391
0.2460423023431308,0.4104082717140769,0.5056265914463627,0.4343487858120444,0.28344411584446444
0.2557857705751628,0.42422194824407655,0.5102931690372045,0.44478408333027186,0.29192513205227427
0.26458900731038737,0.4357162662921731,0.5145679804932592,0.4547973733842568,0.3003043075305056
0.27289091388541953,0.4459302254434376,0.5185372073324385,0.4645655683484309,0.3088028356386657
0.2809704494314215,0.4554716123497309,0.5222492306657304,0.4742170871640719,0.31782932595437463
0.28905711908689347,0.464610310275253,0.5257355279574872,0.4838279189185665,0.3281723527719976
0.2974553726233741,0.4734544328333187,0.5290176008020265,0.49312868320582154,0.3409709986660222
0.3067795645179739,0.4820865630469027,0.5321017061827599,0.5012762375345636,0.35676927798500196
0.31818580997986495,0.49065942610334773,0.5350133226672485,0.507775896367916,0.3744563246844107
0.33307470872829525,0.4993380920177252,0.5377658857872599,0.5129943476152445,0.3918874725632054
0.35173382586787827,0.507879526564687,0.5403682673840032,0.5174435803966703,0.4072268934704333
0.372419805618694,0.515328830128622,0.542824799331758,0.5214261580057721,0.41996748959432795
0.39247179501650586,0.5210873938189986,0.5451422965622592,0.5250863496216603,0.430808224212806
0.40971755625639067,0.5255284100183787,0.5473213061888964,0.5284927067385591,0.44065572784417895
0.4236630851532363,0.5292030613799035,0.5493558306110425,0.5316805838564707,0.45004311914309364
