col0,col1,col2,col3,col4,col5
0.003321611738080614,0.0029763365343029565,0.0025780110490994925,0.003444098222381506,0.003623223529142742,0.0033004907284872936
0.02461658747347494,0.02407101260424565,0.01285077014006244,0.026652090106125688,0.030172819612666785,0.017348042049511982
0.042708870307191046,0.04676073955110472,0.018674820466337564,0.03885221750597065,0.049448065366075496,0.031280175618493146
0.059725586765146936,0.06893756266304309,0.024920744769084163,0.04599551717304785,0.06064786371059917,0.04308749513624126
0.07909771106747795,0.09015955967110242,0.032506613125516864,0.05257981024100521,0.0750501940687257,0.05241050550216456
0.10147980995637447,0.11068930205302156,0.04165277467330665,0.06063614456799588,0.09186765797579492,0.06059961326168223
0.12519736650170765,0.13190487295835313,0.05275365020824794,0.07006014958788667,0.1087861457818818,0.06815529052874339
0.14921284193065362,0.15582975245118064,0.06657554390979345,0.08008851379351341,0.12436090609113905,0.07558753247691946
0.17485776018999716,0.18370653518136426,0.08338277102378075,0.09009357068688262,0.13876288959241298,0.08351927825630874
0.20377159745591805,0.2139717161342638,0.10221626269379491,0.0997978763455204,0.15266105739614283,0.09247875539319185
0.23594985686577952,0.2435999490761426,0.1232732706700226,0.10914003263885472,0.1664083788109773,0.1030177435557252
0.2710861413266528,0.2709894511709779,0.14955403883718482,0.11806948490694148,0.18004886861163094,0.11589523578227895
0.3090785683530957,0.29594123107687026,0.18651796356291492,0.12666977203270266,0.19356520488214238,0.1318890248833024
0.34929219855768545,0.31897169236655953,0.24023649863544053,0.13542413253927763,0.20690457445951732,0.15108723753690068
0.3901139561885806,0.34086618421469317,0.30930431732035835,0.14522319405505976,0.21992479226977082,0.172910751112712
0.42937285213253285,0.3619530777502411,0.3794867510374387,0.1572362985687477,0.2326364317180898,0.19709110300047092
0.46654845019698227,0.38146987581085334,0.43413905100619643,0.1726345678710843,0.24547568097509428,0.22437226702878788
0.5017067278208913,0.3985649889834707,0.47096904090934655,0.19143733778339692,0.25920002698718625,0.25684665418920366
0.5330609186151843,0.41358173396417724,0.4971231229419519,0.21138666047860707,0.2745919304799667,0.2966488264313987
0.5584546341443845,0.4274851972822789,0.5185528356109099,0.22961738271132173,0.2920737445465528,0.34341671217338937
0.5792926741967482,0.4412334339884382,0.5380061488779223,0.2451805925898401,0.3109738396484587,0.3918510798460048
0.5982485410427234,0.45542665611462024,0.5578247920574149,0.25895290434089885,0.32950801222948006,0.4332728396661352
0.6171202729651069,0.4695596796739457,0.5809474161832513,0.27278923675057537,0.34652762017463506,0.4647619753643087
0.6373712476669112,0.4828151286045152,0.6091628960065173,0.2894689050284163,0.36327764179529815,0.49064778372413814
0.6601986011643507,0.49593801592614123,0.6392070736088823,0.31243028437597625,0.3825190956841666,0.516409692380037
0.6847907004260418,0.5103279652263465,0.6638158858232027,0.34371617039524205,0.4050667375738712,0.547033823413465
0.7095957920848869,0.525902922860537,0.6805139404079237,0.3825045280830774,0.42867227540455555,0.5862951207453019
0.7367307655966112,0.5415666388319679,0.6926421344774564,0.4281099571749219,0.4510597399301967,0.6324845216119933
0.7679051445276659,0.5570469291569818,0.7046932847636831,0.48133102488873525,0.47201697307182056,0.6779452769910913
0.800158638298725,0.5728189280685626,0.7208748774928992,0.5406647484660854,0.4929344142328309,0.7180417988295303
0.8308152340640689,0.5892582536957682,0.7443223679568355,0.601735408594544,0.5161645093595089,0.7530910635942588
0.8611118132484716,0.6065337180265554,0.7740880469265197,0.6633249119876408,0.5450513666424731,0.784301005640266
0.8932259751010798,0.6250315404082049,0.8053736799603122,0.7290885454805739,0.5828088012705135,0.8133877597546325
0.9259515769338993,0.6457104041283499,0.8353988950961274,0.800710614258979,0.6281353306936087,0.842901821365577
0.9549205744745929,0.6690728167509048,0.8656092333112162,0.8707277622396232,0.6736571653815676,0.8749719564268529
0.9752550390431736,0.6933986829403671,0.8978247206288908,0.926065466519265,0.7139889092973325,0.9094972026966509
0.986223244005509,0.7180023327475449,0.9302524475587508,0.9603017368612089,0.7490807987570375,0.9430704271676915
0.9913371546385024,0.7459287040842063,0.9582560114515473,0.9775549446810222,0.7801549409901389,0.9685151315052836
0.9937462258824286,0.7777179355163625,0.9772036279450427,0.9855341228299118,0.8088083893011035,0.9826951605112696
0.9950159657230077,0.8097902616409041,0.9871301415530264,0.9894049752236374,0.8374683602192091,0.9892994169489803
0.9957950858263024,0.8404259689242684,0.9917244128256342,0.9915464584325987,0.8685082554712789,0.9923513608710075
0.9963377798365448,0.8715311237473532,0.993910316772518,0.9929160528294344,0.902367334718404,0.9939264620052671
0.9967525376206722,0.9044332745218268,0.9950869173589163,0.9938563758553203,0.9364836474059385,0.9948789603900644
0.9970873380617972,0.9366143776247546,0.9958235928789684,0.994594703038653,0.9641280262662892,0.9955465916804144
0.9973644195182247,0.9631624074662459,0.9963473005465401,0.9952021218165054,0.9804948966458743,0.9960614416121728
0.997599633207258,0.980096442902906,0.9967517069059452,0.9957165473700825,0.98829220930422,0.9964829200459705
0.997800842858572,0.9886155787343496,0.9970799430748088,0.996156825576936,0.9918531095951694,0.9968391781449696
0.9979742372459908,0.9925273601178106,0.9973550852851673,0.9965369147407572,0.9936337259649941,0.997144670997109
0.9981244235742769,0.9944164197017054,0.9975889263701351,0.9968684992850368,0.9946741574341399,0.9974090446384581
0.998255995566626,0.9954552296950272,0.9977897404271396,0.9971577362407144,0.9953827954879974,0.997625045471812
