col0,col1,col2,col3,col4
0.004419815909963362,0.003921049606563246,0.004578080622477388,0.004030689481745591,0.0036523456051527335
0.027371805441591856,0.02515592878225772,0.03297696208886334,0.021911133729365113,0.021331666936729374
0.03792771033921663,0.036505373694706904,0.04679417332238431,0.03288798691181601,0.033040773376909936
0.045203613013535676,0.04703027116871708,0.05915152202040794,0.044181614382675906,0.04566462738892547
0.051188623819962066,0.05795331198187628,0.07203888691237635,0.05749592000314945,0.06036093812574436
0.05829324569637324,0.06988110167391767,0.0861647669619,0.07381748789706624,0.07608653742301028
0.06642572491609464,0.0833580735697308,0.10164051366216005,0.09333552842467219,0.09000294292875899
0.0751295755905559,0.0986466354693258,0.11827515700978795,0.11484797476648266,0.10124820065381618
0.08427490921286218,0.11550306797726044,0.13587100327903037,0.1368172044337851,0.1109672555529465
0.09376212117340504,0.13341733413810372,0.15431317361031574,0.15899006887242553,0.11919674053046025
0.10333512638858657,0.1519918909890028,0.17356985181195683,0.18200263224343063,0.12812250764412944
0.11265915529862564,0.17105176064526975,0.19378314526928006,0.20572634891035335,0.1381042550346759
0.12156726731483229,0.19068420629960284,0.21553189242558593,0.23095078934678123,0.14941521331126628
0.13030198570771465,0.21152021887081654,0.2403814818329296,0.25747818200533085,0.1620073253462854
0.13943242749550563,0.23520428038668517,0.271756259225375,0.28376735379678525,0.17526325310223564
0.14934230667771467,0.2645820201948903,0.3152436170230572,0.30854194172723687,0.18826801786603417
0.15986893938066424,0.3020319749393774,0.3757051342340001,0.331835286583218,0.2005002722612691
0.17047306593169617,0.3464440479537178,0.45122475008918506,0.354747333969913,0.2121060819289141
0.18065482302412195,0.39358511227154563,0.5319561892633556,0.3783852172976305,0.22346553048776416
0.19026212323626182,0.43819138449544615,0.6060597081596977,0.4030382811687141,0.234791791085573
0.19957871362200952,0.4750158306039474,0.6649777602323212,0.42807020736919593,0.24610055672762174
0.2089967545768566,0.5020404760349964,0.7080361611852933,0.4525662909472108,0.2573504951830617
0.21866797059968088,0.5216586607433381,0.74089986781302,0.47626931083123075,0.2686300980197885
0.22850605094210744,0.5370061475296481,0.7689456049073241,0.49982952423093807,0.2803828546227334
0.23839872982997193,0.5501531988056357,0.7949077943511722,0.5245422363745307,0.2936684024326888
0.24839991343221837,0.562246146190796,0.8197949120948254,0.5524701878139807,0.31061246734966547
0.25896468043553106,0.5739207802916909,0.8439953966897783,0.5865018687337004,0.33450958839066974
0.27133432897784215,0.58586691438601,0.8674972975873416,0.6283861482262246,0.36792380391932156
0.28799523589740933,0.5989278126674868,0.8912783259313396,0.6756555280064912,0.40922127146915804
0.3124557180561805,0.6149141151753553,0.9161630749878816,0.7228001707008133,0.45247334925597493
0.34681663788077927,0.6370409900155315,0.9415815647597677,0.7650052393149984,0.491017153502713
0.38848361954584315,0.6686573869496834,0.9634546178815877,0.8005988319677525,0.5207654603103581
0.43107102948483017,0.7093666413302341,0.9777475658000192,0.8306039643902355,0.5423992711567286
0.46786530496928364,0.753587968150952,0.9853901160464594,0.8552358792541369,0.5591731166722669
0.495646368742713,0.7942800546426013,0.9893409962883685,0.8747572501413932,0.5736812138176184
0.5160783286507754,0.8264365484125088,0.991575284033713,0.8908590733796996,0.5872571486944343
0.5321436549382521,0.8497983230575715,0.9930227571902247,0.9051606121500938,0.6004664379032015
0.5458922426315661,0.8674653628715318,0.994073972332683,0.9186061931160344,0.6136361883597906
0.5584786009037167,0.8822946712832057,0.9948930002094339,0.9317057680133997,0.6272659477643269
0.5706067510655501,0.8958529101998743,0.9955592760889175,0.9448376709617068,0.6423829605333019
0.5828439959461154,0.9087839908676373,0.996110331882857,0.9582520015504591,0.661027810734181
0.5959750585696683,0.9212991529936967,0.9965707328296283,0.9712321984572733,0.6860708797570397
0.6116217873921935,0.9335917009702904,0.9969284206688452,0.9814976611367786,0.7185882889334315
0.6328227838565234,0.946090925218098,0.997229914703988,0.9877892216452322,0.7552033220210576
0.6631375172256734,0.9592531164667727,0.9974859757733464,0.9911802940494742,0.7901159516267046
0.7029537558223834,0.9723265763011396,0.9977052436094004,0.9930706325311561,0.8187879568895816
0.7472239569991257,0.982649418822174,0.9978926783838431,0.9942563263035177,0.8404152018487356
0.7887743778497717,0.9888384688359025,0.9980548297124262,0.9950960496775972,0.8572654079582639
0.822122091690067,0.9920771019516882,0.9981951056946059,0.9957419385424665,0.8718922489608144
0.8464711591962492,0.9938256108033646,0.9983179364088568,0.9962637093846504,0.885675580524468
