col0,col1,col2,col3,col4,col5,col6
0.002799744285135734,0.002725276413357184,0.0028730551081691588,0.0028391400414109797,0.0025150087396574794,0.002825429480152709,0.0026900227186023172
0.01897016010540615,0.01812280134224088,0.01991857288023131,0.018287941032490453,0.009498318245202303,0.01944546137517093,0.014719467164009943
0.028745173493866467,0.02776610894134129,0.030359071407585807,0.026607234765908226,0.012653553244639014,0.029294464243433183,0.02065840093262348
0.03590051131740201,0.03703850066766829,0.03920383673071581,0.03267340333002579,0.015415950629987962,0.038051568224789376,0.02763032518779659
0.04188757508361478,0.046547893164823766,0.04905750867612485,0.039292031153390944,0.018478464497362908,0.04812931021000832,0.03595840061141968
0.047689544265347314,0.055100441731579526,0.05990971611610059,0.047107097295177015,0.02197055257062985,0.05805036753037804,0.04545449357232072
0.05475539790395976,0.06303658742597135,0.07166217839160394,0.05621574644470221,0.025838535693193422,0.06689955918371442,0.05559144844603545
0.06481760475468835,0.07109400503376616,0.08338741501581157,0.0666669302692395,0.030098324143663695,0.0752289809566415,0.066658409901799
0.07917078852904962,0.07946414740818689,0.09355208500079708,0.07855602263385253,0.035151010188926704,0.08351864132153317,0.07947022299558816
0.09739354753029156,0.08831871168759256,0.1021938089531589,0.09193662072992013,0.04216785215937162,0.09172224572850934,0.0941710988758831
0.1175989308410099,0.09756319328814712,0.11064732788335113,0.10661523373311159,0.05355171520676507,0.09988716237184526,0.10942112671874155
0.13819791119104374,0.10730502519221342,0.12044099088585575,0.1220879037887291,0.07284534231934671,0.10845477399958402,0.12284307893979779
0.15852094713832665,0.11801202277179344,0.13352227064484404,0.13780415389237075,0.10231657327544828,0.11867864365307311,0.13379441404509318
0.17838010051474693,0.13070598919482507,0.15233710217063526,0.15346971047085853,0.1394977360121116,0.13357595338893877,0.1439851531404425
0.1977927902927399,0.14688641774717026,0.1781596110372387,0.169138003592729,0.17894670479834898,0.1552698648021803,0.1565885546808539
0.21698460891983196,0.1675828320566671,0.20912952824642536,0.18526670481944119,0.21696135030216818,0.18089855511292843,0.1751843465329818
0.23606950469267135,0.19163178261887137,0.2410336444179141,0.20274473776368682,0.250893463372618,0.2045709838301154,0.19972659104237694
0.2539279728986231,0.21517375943621242,0.26976877657072296,0.2227753311784571,0.2760024218798583,0.22321560784638136,0.22424385341089093
0.2687498410868406,0.23460438344508186,0.29407013826828976,0.24661120615799265,0.2932171055866698,0.2375691099069725,0.24369600857191648
0.28119949303729574,0.2495468548756762,0.31508758102723083,0.2751845957215368,0.30597636868921957,0.24953558643922377,0.2583926666936302
0.2932904404505031,0.2614418617513121,0.333736616585793,0.30871127398395926,0.3166571935686556,0.26059400729319915,0.2705926488452692
0.3057072282948962,0.2716448744024877,0.35059501970990986,0.3459043227670577,0.32681324046732646,0.27149390943038426,0.28162803840377165
0.3176018945622242,0.28127622324349044,0.3662181863404478,0.38343629481111163,0.3376291275344779,0.282335321410705,0.2918647624860613
0.32841921837555327,0.2914769534330073,0.38109247706721067,0.4175684193390918,0.34976890256028054,0.2928301249502546,0.30133704363910724
0.33846319974273503,0.30293418555498003,0.39566961602949846,0.4469640873833837,0.3626594805326464,0.3026800888003612,0.31014752918725547
0.3482555248495739,0.31500267904799173,0.41025190858694416,0.47298444328893324,0.3752253279039269,0.3118450177197267,0.3185272156353383
0.3580982129338641,0.3264391800278454,0.4248712105029786,0.49674181695209974,0.3872522096317704,0.3206119848726753,0.3268888917044803
0.3679615346319375,0.33686167934474226,0.4394015941955895,0.5193037430706036,0.39917617034481184,0.3295855583051994,0.33587426740490206
0.37760759236488595,0.34670800622859543,0.45370341771383504,0.5432119475367708,0.41146725866489553,0.33960142668522,0.3462220390902438
0.3868739518055993,0.35645037753243153,0.4677348513396333,0.570881165349609,0.4243990021001669,0.35104585204745165,0.35794940526644864
0.39587306083441737,0.36627605326125234,0.4816611991705256,0.6021009212073029,0.43795511569965745,0.3631168454122552,0.3699886996378069
0.40500013562145554,0.3760607055917891,0.4958662448742591,0.6336672188747966,0.45189056007206363,0.3748232234326063,0.3815748284737553
0.4148875501729157,0.38555603010425277,0.5110122341700781,0.6611237123898356,0.4659184648839396,0.3861156348020406,0.3928851191639525
0.4263445919541882,0.3946768438444728,0.5282538520578514,0.6819342014214761,0.47982982638463834,0.3974661389524447,0.40441225946551534
0.440055097409935,0.40363868590021856,0.5491430683813312,0.6971606084880725,0.4936161320317974,0.40931853091460074,0.4165421394912537
0.4559716906298791,0.4129363746354384,0.574313075627186,0.7089821674243963,0.507516181013582,0.4218964496658794,0.42940761112763465
0.47307296777820185,0.42333003811414033,0.6017316400071957,0.7188787139222311,0.5220153519284191,0.43512941613563694,0.44285490817630224
0.4902217133272986,0.43576888916707984,0.6280559709416877,0.7276148055960451,0.5379956701183054,0.4487496834167243,0.45659131049127166
0.5068882166937048,0.4510024591163791,0.651654401668583,0.7355671444911891,0.5568656334103081,0.46247696668249233,0.4703552189256621
0.5222010865360905,0.4689269082979418,0.6722800757626656,0.7429327176984931,0.5799490809239968,0.4761302609673041,0.4840128236606357
0.5350475923854716,0.4883715604126494,0.689052671621044,0.7498257432918871,0.6065282625610339,0.4897435528623462,0.497670040450043
0.5461968634510819,0.5073518033766197,0.7012937034913937,0.756319494126103,0.6334246948830553,0.5036006570492588,0.5116956100546602
0.5578909230785215,0.5233912712461442,0.7102204604929677,0.7624671870502686,0.6580051721418938,0.5182475838667487,0.5267439208095711
0.5724532225062341,0.5356011662710194,0.7173935120504034,0.7683046549654775,0.6795914451472863,0.5346693872284599,0.543978006977523
0.5918075962755631,0.5455665623226199,0.7237049341679129,0.7738633422924796,0.6976038808668461,0.5543637151201487,0.564936841338762
0.6170895294900738,0.5556082851654695,0.7295502227097397,0.7791646466527511,0.7109888722314773,0.5784036546286834,0.5901527176275119
0.6475219072025631,0.5680385714510243,0.7350979608851009,0.7842294202892324,0.7203803205364993,0.6054995089718251,0.6174464252264227
0.6797307624996646,0.5852823130012119,0.7404229579405291,0.7890721856659436,0.7274723766761659,0.6322916227460843,0.6434854526793259
0.7089413551612586,0.6096241537098924,0.7455637106335932,0.7937074234370902,0.7334361778180478,0.6565454085280755,0.6667153672897878
0.73162266017088,0.6414173911491117,0.7505419875177044,0.7981462155222658,0.7388264320018159,0.6777661643322931,0.6867629407534553
