col0,col1,col2,col3,col4,col5,col6
0.0017332012807361361,0.0015496180056802237,0.0017209453502343847,0.001613140445964974,0.0016090099374683896,0.0017029783117928831,0.0016300425578516242
0.01809272734767888,0.017259405580693162,0.018909213517278742,0.017573385784927266,0.0092120153888062,0.018573329391513908,0.014537033061965823
0.028741216682620394,0.02764002330272916,0.030198945774560376,0.0266698763943746,0.012677940323122,0.02935479182028722,0.02084898198471328
0.03625948274624715,0.037375258317594626,0.039520322974050226,0.03309651925367251,0.01562675453023328,0.038553221054421015,0.028161822899745483
0.04235773275344735,0.04705854866711643,0.049624310541493716,0.03995171060187084,0.018808086715509095,0.04886952375367767,0.036729425174594925
0.048205012992300046,0.055585514342320765,0.06055093711087949,0.047912065844160794,0.02236213170048378,0.05877477920303648,0.04633256209821952
0.05539418637302046,0.06347547491821162,0.07228920615718588,0.057101763085963014,0.026245026516953367,0.06753325992042011,0.056501772794106134
0.06572475591122225,0.07149510538301306,0.08393187335664541,0.06760109900512346,0.030487741725532237,0.07579766807180337,0.06763579908865773
0.08042464303911326,0.07983072458499979,0.0939918242877854,0.07952705679665831,0.03550284792097725,0.08403692873114017,0.080560911260591
0.09887546288285617,0.08864730899687347,0.1025928187977436,0.09293692565785039,0.04244477104916474,0.09220089918375719,0.09535147938650343
0.11911129520009059,0.09785670776535503,0.11111928867254184,0.10762658515031222,0.0536408567623499,0.100381120365073,0.11055906997891303
0.13963143067320233,0.10757363464633529,0.12116353790193275,0.1230841228727804,0.07247935924410985,0.10906067230339792,0.12381700273118197
0.15984691436997334,0.1182713123031359,0.1347554241098335,0.1387688592262363,0.10113804174460579,0.11960809683621043,0.13464177451476986
0.17959845180010378,0.130978002711795,0.1542912386307314,0.15440116552984914,0.13741553312055524,0.13506246029547475,0.14487593698420292
0.1989161719314224,0.147193491173646,0.18072420556474453,0.17004864405844314,0.1761930930098132,0.15719825981517646,0.15779422723391262
0.21803549239853318,0.16792722115306502,0.21186387029596246,0.18618431807319338,0.2138045169085232,0.18276105771619472,0.17689230821908344
